height,sanctuary_reward,miner_subsidy,time
171429,,2507,1579770460
171428,4498,2530,1579770263
171427,4475,2517,1579769349
171426,4499,2530,1579769039
171425,4451,2503,1579768659
171424,4526,2546,1579768320
171423,4551,2560,1579767792
171422,4561,2565,1579767688
171421,4530,2548,1579767279
171420,4521,2543,1579767078
171419,4561,2565,1579766648
171418,4572,2572,1579766076
171417,4553,2561,1579765747
171416,4564,2567,1579765616
171415,4541,2554,1579765204
171414,4517,2540,1579764570
171413,4418,2485,1579764151
171412,4482,2521,1579763849
171411,4564,2567,1579762822
171410,4551,2560,1579762708
171409,4589,2581,1579762598
171408,4586,2579,1579762381
171407,4605,2590,1579762074
171406,4576,2574,1579761588
171405,4561,2565,1579761560
171404,4562,2566,1579760840
171403,4573,2572,1579760414
171402,4586,2579,1579759814
171401,4561,2565,1579759579
171400,4576,2574,1579759316
171399,4564,2567,1579758749
171398,4580,2576,1579758425
171397,4563,2567,1579757912
171396,4602,2589,1579757678
171395,4609,2592,1579757265
171394,4614,2595,1579756993
171393,,2590,1579756673
171392,,2593,1579756524
171391,,2584,1579755916
171390,,2571,1579755479
171389,,2532,1579755071
171388,4579,2575,1579754489
171387,4593,2583,1579753704
171386,4611,2594,1579753554
171385,4578,2575,1579753325
171384,4550,2559,1579753249
171383,4517,2540,1579752492
171382,4591,2582,1579752034
171381,4608,2592,1579751317
171380,4605,2590,1579751251
171379,,2581,1579751140
171378,4621,2599,1579750815
171377,4622,2599,1579750287
171376,4614,2595,1579749986
171375,4597,2585,1579749712
171374,4614,2595,1579749461
171373,4601,2588,1579748676
171372,4570,2570,1579748264
171371,4475,2517,1579747975
171370,4478,2519,1579747422
171369,4532,2549,1579746233
171368,4575,2573,1579745811
171367,4599,2587,1579745675
171366,4604,2589,1579745490
171365,4608,2592,1579745213
171364,4609,2592,1579744993
171363,4609,2592,1579744635
171362,,2585,1579744144
171361,,2582,1579743845
171360,,2568,1579743383
171359,4585,2579,1579742754
171358,4552,2560,1579742316
171357,,2564,1579741947
171356,,2539,1579741256
171355,4575,2573,1579741109
171354,4586,2580,1579740368
171353,4597,2585,1579740174
171352,4599,2587,1579740000
171351,4590,2581,1579739715
171350,4587,2580,1579739179
171349,4547,2558,1579738914
171348,4548,2558,1579738396
171347,4520,2542,1579737658
171346,4559,2564,1579737379
171345,,2553,1579736682
171344,,2556,1579736444
171343,,2543,1579736106
171342,,2566,1579735693
171341,,2566,1579735086
171340,,2581,1579735002
171339,,2595,1579734623
171338,,2591,1579734365
171337,,2574,1579734121
171336,,2552,1579733794
171335,4522,2544,1579733282
171334,,2557,1579732326
171333,,2543,1579731806
171332,,2567,1579731585
171331,,2548,1579731148
171330,4531,2549,1579730781
171329,4506,2535,1579730305
171328,4534,2550,1579730130
171327,4522,2544,1579729204
171326,4496,2529,1579729085
171325,4556,2562,1579728809
171324,4543,2555,1579728189
171323,4531,2548,1579727876
171322,4525,2545,1579727671
171321,4554,2561,1579727313
171320,,2572,1579726538
171319,,2559,1579726505
171318,4574,2573,1579726266
171317,,2581,1579725641
171316,4597,2586,1579725507
171315,,2596,1579725102
171314,,2587,1579724858
171313,4584,2578,1579724603
171312,,2567,1579724073
171311,,2561,1579723719
171310,,2562,1579722805
171309,,2527,1579722450
171308,,2573,1579722114
171307,,2567,1579721469
171306,4573,2572,1579721265
171305,4561,2566,1579720880
171304,4611,2594,1579720777
171303,4614,2595,1579720142
171302,4589,2581,1579719977
171301,4535,2550,1579719815
171300,4524,2544,1579719340
171299,4580,2576,1579718399
171298,4592,2583,1579717829
171297,,2591,1579717768
171296,,2588,1579717551
171295,,2579,1579717179
171294,,2551,1579716777
171293,,2557,1579716376
171292,,2554,1579715575
171291,,2563,1579715015
171290,4530,2548,1579714657
171289,,2564,1579714463
171288,,2562,1579713836
171287,,2561,1579713568
171286,4546,2557,1579713183
171285,4548,2558,1579712851
171284,4550,2559,1579712320
171283,4537,2552,1579711947
171282,4520,2542,1579711586
171281,4564,2567,1579711097
171280,4602,2588,1579710738
171279,4622,2600,1579710492
171278,4613,2594,1579710289
171277,4614,2595,1579710179
171276,4632,2605,1579709791
171275,4627,2603,1579709398
171274,4610,2593,1579708990
171273,,2564,1579708747
171272,4577,2575,1579708312
171271,,2595,1579707239
171270,,2593,1579706919
171269,,2586,1579706792
171268,4558,2563,1579706443
171267,4540,2554,1579706030
171266,,2531,1579705216
171265,,2548,1579704553
171264,,2566,1579703992
171263,,2598,1579703831
171262,,2599,1579703561
171261,4618,2597,1579703450
171260,,2588,1579703351
171259,,2589,1579702925
171258,4587,2580,1579702181
171257,4575,2573,1579701887
171256,4569,2570,1579701307
171255,4561,2566,1579700820
171254,4605,2590,1579700293
171253,4590,2582,1579700023
171252,4586,2580,1579699710
171251,4557,2563,1579699265
171250,4574,2573,1579699142
171249,,2574,1579698144
171248,4551,2560,1579697909
171247,4567,2569,1579697671
171246,,2607,1579697077
171245,,2605,1579696945
171244,,2598,1579696828
171243,,2546,1579696665
171242,4535,2550,1579696453
171241,,2573,1579694958
171240,,2599,1579694474
171239,,2592,1579694343
171238,,2585,1579694244
171237,,2552,1579693816
171236,4519,2542,1579693499
171235,4484,2522,1579692361
171234,4569,2570,1579691864
171233,4573,2572,1579691436
171232,4594,2584,1579691200
171231,4592,2583,1579690952
171230,4589,2581,1579690865
171229,4569,2570,1579690189
171228,4576,2574,1579689950
171227,4635,2607,1579689548
171226,4630,2604,1579689119
171225,,2602,1579689015
171224,,2590,1579688882
171223,4592,2583,1579688581
171222,4542,2554,1579687418
171221,4557,2563,1579687183
171220,4615,2596,1579686515
171219,4616,2596,1579685947
171218,4630,2604,1579685919
171217,4612,2594,1579685881
171216,4626,2602,1579685583
171215,4602,2588,1579684842
171214,4601,2588,1579684800
171213,4599,2587,1579683978
171212,4617,2597,1579683685
171211,4628,2603,1579683147
171210,4622,2600,1579682944
171209,4620,2598,1579682715
171208,4629,2604,1579682287
171207,4615,2596,1579681918
171206,4598,2586,1579681381
171205,4558,2563,1579681012
171204,4594,2584,1579680610
171203,4610,2593,1579679534
171202,4606,2591,1579679458
171201,4605,2590,1579679309
171200,4623,2600,1579678786
171199,4615,2596,1579678512
171198,4628,2603,1579678158
171197,4598,2586,1579677771
171196,4608,2592,1579677547
171195,4609,2593,1579676798
171194,,2600,1579676604
171193,,2594,1579675933
171192,,2597,1579675819
171191,,2615,1579675521
171190,,2612,1579675068
171189,,2611,1579674845
171188,4608,2592,1579674784
171187,,2601,1579674362
171186,4618,2598,1579673193
171185,4618,2598,1579673117
171184,4593,2583,1579672369
171183,4582,2577,1579672163
171182,4572,2571,1579671615
171181,4585,2579,1579670855
171180,4543,2555,1579670342
171179,4546,2557,1579670185
171178,4573,2572,1579669471
171177,4585,2579,1579669129
171176,4586,2579,1579668697
171175,,2555,1579668522
171174,,2575,1579668190
171173,,2589,1579667564
171172,,2597,1579667304
171171,,2600,1579667011
171170,,2600,1579666913
171169,,2595,1579666547
171168,4626,2602,1579666084
171167,,2610,1579665810
171166,,2609,1579665450
171165,,2595,1579665025
171164,,2567,1579664928
171163,,2585,1579664325
171162,4588,2581,1579663244
171161,4583,2578,1579662634
171160,4516,2540,1579662521
171159,4522,2544,1579662249
171158,4470,2514,1579661063
171157,4480,2520,1579660813
171156,4487,2524,1579660059
171155,4526,2545,1579659756
171154,4569,2570,1579659374
171153,,2596,1579659146
171152,,2592,1579659046
171151,,2599,1579658852
171150,,2589,1579658562
171149,4618,2597,1579658335
171148,,2599,1579657622
171147,,2596,1579657530
171146,,2590,1579656994
171145,,2571,1579656624
171144,,2597,1579656218
171143,,2597,1579655530
171142,,2596,1579655264
171141,,2595,1579655030
171140,,2604,1579654838
171139,,2599,1579654121
171138,4607,2591,1579653884
171137,4621,2599,1579653695
171136,4629,2603,1579653091
171135,4613,2594,1579652508
171134,4597,2586,1579652415
171133,4585,2579,1579652083
171132,4597,2586,1579651194
171131,4574,2572,1579650623
171130,4567,2569,1579650512
171129,,2560,1579649797
171128,,2581,1579649386
171127,4628,2603,1579648964
171126,,2603,1579648798
171125,,2599,1579648580
171124,4603,2589,1579648434
171123,,2606,1579648066
171122,,2607,1579647312
171121,,2602,1579647187
171120,4605,2590,1579646921
171119,,2587,1579646524
171118,4628,2603,1579645753
171117,4623,2600,1579645297
171116,,2604,1579645085
171115,,2608,1579644780
171114,4649,2615,1579644546
171113,4649,2615,1579644049
171112,4639,2609,1579643958
171111,4641,2610,1579643676
171110,4650,2615,1579643125
171109,4656,2619,1579642673
171108,4652,2617,1579642392
171107,4651,2616,1579642228
171106,4646,2613,1579641823
171105,,2612,1579641324
171104,,2604,1579640711
171103,,2603,1579640369
171102,4614,2595,1579639727
171101,,2604,1579639099
171100,,2603,1579638614
171099,4640,2610,1579638479
171098,,2608,1579637919
171097,,2603,1579637777
171096,,2610,1579637357
171095,,2607,1579636937
171094,,2605,1579636476
171093,4605,2590,1579636051
171092,4622,2600,1579635866
171091,,2595,1579634948
171090,4625,2602,1579634524
171089,4601,2588,1579634285
171088,4591,2582,1579633976
171087,4532,2549,1579633119
171086,4604,2589,1579632946
171085,4617,2597,1579632062
171084,4605,2590,1579631824
171083,4563,2567,1579631751
171082,4525,2545,1579631440
171081,4543,2555,1579630524
171080,4560,2565,1579629852
171079,4558,2564,1579629405
171078,4559,2564,1579629138
171077,4567,2569,1579628887
171076,4597,2586,1579628376
171075,4602,2589,1579628058
171074,4615,2596,1579627919
171073,,2587,1579627534
171072,,2575,1579627249
171071,,2554,1579626791
171070,4609,2592,1579626256
171069,,2594,1579625632
171068,,2593,1579625472
171067,4612,2594,1579625252
171066,4614,2595,1579625040
171065,4612,2594,1579624347
171064,4569,2570,1579624064
171063,4599,2587,1579623788
171062,4602,2589,1579623042
171061,4613,2595,1579622650
171060,4606,2591,1579622292
171059,4625,2601,1579622239
171058,4642,2611,1579621640
171057,,2604,1579621423
171056,4605,2590,1579621262
171055,,2564,1579620798
171054,4579,2575,1579620260
171053,,2579,1579619089
171052,,2562,1579618702
171051,,2568,1579618493
171050,,2596,1579618056
171049,4626,2602,1579617609
171048,4623,2600,1579617422
171047,,2605,1579617376
171046,,2609,1579617025
171045,,2605,1579616498
171044,,2594,1579616283
171043,4622,2600,1579615985
171042,4639,2609,1579615286
171041,4634,2606,1579614833
171040,4639,2609,1579614662
171039,4633,2606,1579614453
171038,4624,2601,1579613945
171037,4598,2586,1579613324
171036,4575,2573,1579613171
171035,4587,2580,1579612212
171034,4582,2577,1579611466
171033,,2583,1579611250
171032,,2586,1579610801
171031,,2594,1579610448
171030,,2583,1579610163
171029,,2586,1579609810
171028,,2594,1579609370
171027,,2601,1579609103
171026,,2593,1579608519
171025,,2593,1579608416
171024,,2594,1579608157
171023,4621,2599,1579607418
171022,,2581,1579607005
171021,4610,2593,1579606957
171020,4604,2589,1579606239
171019,,2600,1579605819
171018,4605,2590,1579605453
171017,4619,2598,1579605339
171016,4606,2591,1579604657
171015,4637,2608,1579604461
171014,4642,2611,1579604032
171013,4647,2614,1579603833
171012,4641,2611,1579603555
171011,4637,2608,1579603407
171010,4630,2604,1579602793
171009,4627,2602,1579602362
171008,4613,2594,1579601829
171007,4620,2599,1579601271
171006,4615,2596,1579600843
171005,4625,2601,1579600427
171004,4607,2591,1579599885
171003,4594,2584,1579599751
171002,4601,2588,1579599098
171001,4628,2603,1579598645
171000,4624,2601,1579598236
170999,4617,2597,1579597985
170998,4611,2594,1579597770
170997,4629,2604,1579597376
170996,4635,2607,1579596671
170995,4630,2604,1579596567
170994,4634,2606,1579596338
170993,4640,2610,1579595834
170992,4648,2614,1579595518
170991,4652,2616,1579595220
170990,4649,2615,1579594946
170989,4647,2614,1579594655
170988,4649,2615,1579594292
170987,4646,2613,1579593834
170986,4632,2605,1579593303
170985,4610,2593,1579592972
170984,,2575,1579592436
170983,4594,2584,1579591499
170982,,2596,1579590715
170981,,2611,1579590562
170980,4651,2616,1579590353
170979,4641,2610,1579590166
170978,4629,2604,1579590151
170977,4622,2600,1579589644
170976,4625,2601,1579588972
170975,4617,2597,1579588258
170974,4613,2595,1579587982
170973,4606,2591,1579587581
170972,4629,2604,1579586995
170971,,2599,1579586648
170970,4633,2606,1579586409
170969,4620,2599,1579585954
170968,4646,2613,1579585796
170967,4645,2613,1579585250
170966,4652,2617,1579585094
170965,4650,2615,1579584809
170964,4656,2619,1579584615
170963,4650,2615,1579584061
170962,4642,2611,1579583856
170961,4641,2610,1579583352
170960,,2619,1579582899
170959,,2618,1579582308
170958,,2615,1579582126
170957,4636,2607,1579581942
170956,,2608,1579581454
170955,,2612,1579580568
170954,,2607,1579580253
170953,,2597,1579579836
170952,,2579,1579579373
170951,,2556,1579578893
170950,4573,2572,1579577777
170949,,2587,1579577193
170948,,2607,1579576990
170947,,2605,1579576715
170946,4626,2602,1579576645
170945,4592,2583,1579576351
170944,4610,2593,1579575932
170943,4629,2604,1579575110
170942,4632,2605,1579574889
170941,4631,2604,1579574504
170940,4614,2595,1579574354
170939,4628,2603,1579574003
170938,4624,2601,1579573297
170937,,2607,1579573037
170936,,2601,1579572671
170935,,2606,1579572374
170934,4624,2601,1579571855
170933,,2609,1579571634
170932,,2612,1579571030
170931,4645,2613,1579570911
170930,,2608,1579570547
170929,,2599,1579570205
170928,4638,2608,1579569787
170927,,2617,1579569179
170926,,2619,1579568828
170925,,2618,1579568767
170924,,2617,1579568565
170923,,2619,1579568093
170922,4647,2614,1579567707
170921,4639,2609,1579567199
170920,4635,2607,1579566721
170919,4645,2613,1579566357
170918,4650,2616,1579565450
170917,4636,2607,1579565360
170916,4651,2616,1579565245
170915,4650,2616,1579564546
170914,4655,2618,1579564277
170913,4649,2615,1579563946
170912,4642,2611,1579563764
170911,,2597,1579563052
170910,,2598,1579562645
170909,,2611,1579561853
170908,,2614,1579561357
170907,,2608,1579561184
170906,,2601,1579561032
170905,4605,2590,1579560572
170904,4610,2593,1579559883
170903,4613,2595,1579559027
170902,4623,2600,1579558800
170901,,2610,1579558423
170900,,2611,1579558115
170899,,2616,1579557953
170898,4652,2616,1579557699
170897,4652,2617,1579557420
170896,4643,2611,1579557009
170895,4627,2602,1579556756
170894,4578,2575,1579556051
170893,4548,2558,1579555360
170892,4597,2585,1579554044
170891,4607,2591,1579553407
170890,4617,2597,1579553261
170889,,2606,1579553020
170888,4633,2606,1579552823
170887,,2606,1579552439
170886,,2607,1579552178
170885,4633,2606,1579551945
170884,,2607,1579551247
170883,,2596,1579551014
170882,4636,2608,1579550710
170881,4637,2608,1579549996
170880,4638,2609,1579549844
170879,4646,2613,1579549380
170878,4648,2614,1579549236
170877,4657,2620,1579548809
170876,4657,2619,1579548471
170875,4659,2620,1579548435
170874,4660,2621,1579547918
170873,4655,2618,1579547669
170872,4647,2614,1579547265
170871,4631,2605,1579546725
170870,4623,2600,1579546236
170869,4633,2606,1579545283
170868,4645,2613,1579544720
170867,4662,2622,1579544588
170866,4661,2622,1579544409
170865,4657,2620,1579544340
170864,,2616,1579544235
170863,4661,2622,1579543695
170862,,2619,1579542990
170861,,2616,1579542782
170860,,2605,1579542353
170859,4657,2619,1579542009
170858,4657,2619,1579541045
170857,,2617,1579540938
170856,,2609,1579540802
170855,4645,2613,1579540408
170854,,2621,1579539504
170853,,2620,1579539337
170852,,2620,1579539097
170851,,2612,1579538778
170850,4642,2611,1579538547
170849,4637,2608,1579537643
170848,4638,2608,1579537143
170847,4642,2611,1579536514
170846,4637,2608,1579536319
170845,4643,2611,1579535831
170844,4627,2602,1579535382
170843,4603,2589,1579535160
170842,4553,2561,1579534367
170841,4551,2560,1579533906
170840,4498,2530,1579532159
170839,4425,2489,1579531968
170838,4323,2431,1579530996
170837,4176,2349,1579530460
170836,4010,2255,1579529097
170835,,2129,1579527287
170834,3455,1943,1579525479
170833,2502,1407,1579523151
170832,3111,1750,1579519870
170831,,1478,1579518261
170830,2413,1357,1579518203
170829,,817,1579517523
170828,1449,815,1579517230
170827,1170,658,1579515619
170826,1885,1060,1579515433
170825,2100,1181,1579514774
170824,1930,1085,1579514575
170823,1474,829,1579514412
170822,1170,658,1579514188
170821,1170,658,1579513282
170820,1170,658,1579512467
170819,1170,658,1579511361
170818,1430,804,1579511247
170817,,905,1579511189
170816,,1002,1579510878
170815,3058,1720,1579510850
170814,,1631,1579510602
170813,2649,1490,1579510592
170812,1170,658,1579510515
170811,1237,696,1579510408
170810,1416,796,1579508586
170809,2800,1575,1579508161
170808,2511,1412,1579508038
170807,2072,1165,1579508033
170806,1170,658,1579508000
170805,1395,785,1579507809
170804,1503,845,1579505870
170803,1546,869,1579505736
170802,1250,703,1579505550
170801,1649,928,1579505220
170800,2136,1202,1579504640
170799,2617,1472,1579504492
170798,2350,1322,1579504295
170797,1746,982,1579504031
170796,1537,864,1579503715
170795,2897,1629,1579503201
170794,2699,1518,1579502500
170793,2215,1246,1579502444
170792,1170,658,1579502409
170791,1354,761,1579502397
170790,1801,1013,1579500336
170789,1544,868,1579499969
170788,1170,658,1579499823
170787,1170,658,1579499690
170786,1170,658,1579498831
170785,1170,658,1579497889
170784,1460,821,1579497713
170783,,778,1579497422
170782,2163,1217,1579497295
170781,2192,1233,1579496884
170780,2654,1493,1579496864
170779,2361,1328,1579496525
